player_id,num_sessions,total_playtime,in_game_purchases,days_since_last_session,level_reached,churn,avg_session_length,achievements_unlocked,social_interactions,session_avg_time,country_Brazil,country_Canada,country_Germany,country_India,country_Japan,country_UK,country_USA,device_Mobile,device_PC
P0037,20,50.00310597377295,1,3,26,0,2.5001552986886475,16,7,2.5001552986886475,False,False,True,False,False,False,False,False,True
P0038,17,49.86049518292079,2,21,22,1,2.9329703048776934,19,1,2.932970304877694,False,False,False,True,False,False,False,True,False
P0039,27,45.08157925230624,1,25,58,1,1.6696881204557863,2,2,1.6696881204557867,False,False,False,True,False,False,False,True,False
P0040,19,52.32786025788469,2,24,63,1,2.754097908309721,36,2,2.7540979083097206,False,False,False,False,False,False,True,True,False
P0041,16,62.37647397001452,1,2,28,0,3.898529623125908,89,6,3.8985296231259077,False,False,False,True,False,False,False,True,False
P0042,17,36.9930467643365,0,8,65,0,2.176061574372735,14,8,2.176061574372735,False,False,False,True,False,False,False,False,False
P0043,28,40.12825266387115,2,21,44,1,1.4331518808525412,50,6,1.4331518808525412,False,False,True,False,False,False,False,False,False
P0044,24,45.44410956835003,1,22,43,1,1.893504565347918,47,0,1.893504565347918,False,False,False,False,False,False,False,False,False
P0045,27,29.811936147901772,2,11,37,0,1.1041457832556214,7,10,1.1041457832556212,False,False,True,False,False,False,False,False,True
P0046,17,37.71113210417754,3,9,66,0,2.218301888481032,12,2,2.2183018884810317,True,False,False,False,False,False,False,True,False
P0047,16,42.85668689683011,0,1,17,0,2.678542931051882,47,5,2.678542931051882,False,False,False,False,True,False,False,True,False
P0048,19,63.11583771069091,0,10,40,0,3.3218861952995216,2,8,3.3218861952995216,False,False,False,False,False,False,True,False,False
P0049,14,53.93841993502888,2,9,38,0,3.852744281073491,64,5,3.8527442810734915,False,False,False,True,False,False,False,False,True
P0050,29,52.90384867051316,1,29,85,1,1.8242706438107987,72,4,1.8242706438107987,True,False,False,False,False,False,False,False,True
P0051,20,62.76346943251959,2,21,61,1,3.1381734716259797,30,3,3.1381734716259797,False,False,False,False,False,False,True,False,True
P0052,32,47.93942317400905,3,5,9,0,1.4981069741877828,25,7,1.4981069741877828,False,True,False,False,False,False,False,False,False
P0053,20,55.85697274893335,2,17,77,1,2.7928486374466672,80,7,2.7928486374466677,False,False,False,True,False,False,False,False,True
P0054,17,48.45167370601256,3,1,75,0,2.8500984532948563,55,3,2.850098453294857,False,False,False,True,False,False,False,False,True
P0055,21,53.98043524099442,3,29,61,1,2.57049691623783,33,3,2.5704969162378295,False,False,True,False,False,False,False,False,True
P0056,10,41.25862013582627,3,1,80,0,4.125862013582627,8,2,4.125862013582627,False,False,False,False,False,True,False,True,False
P0057,27,13.417742625853563,2,9,16,0,0.5,61,2,0.496953430587169,False,False,False,False,False,False,True,False,False
P0058,14,47.98581256720544,0,15,2,0,3.427558040514674,12,7,3.4275580405146746,False,False,False,True,False,False,False,True,False
P0059,22,71.3412220414991,2,11,72,0,3.242782820068141,68,4,3.2427828200681406,False,False,False,False,False,False,False,True,False
P0060,16,63.89323103362389,2,0,43,0,3.9933269396014928,40,1,3.993326939601493,False,False,False,False,False,False,True,False,False
P0061,18,64.48096226886756,2,20,42,1,3.582275681603753,76,3,3.582275681603753,False,False,False,False,True,False,False,True,False
P0062,22,68.54196082709326,3,7,77,0,3.1155436739587845,0,10,3.1155436739587845,False,False,False,False,False,False,False,False,True
P0063,13,51.32986386442156,1,15,57,0,3.9484510664939663,88,3,3.9484510664939663,True,False,False,False,False,False,False,False,True
P0064,17,52.959735611083936,2,17,81,1,3.1152785653578787,46,6,3.1152785653578787,False,False,False,False,False,False,False,False,True
P0065,22,40.73522156848475,0,12,88,0,1.8516009803856703,3,4,1.8516009803856703,True,False,False,False,False,False,False,False,True
P0066,20,45.25890715959425,0,14,67,0,2.2629453579797127,99,5,2.2629453579797127,False,False,False,False,False,True,False,False,False
P0067,22,59.23656724656712,2,20,30,1,2.6925712384803235,62,3,2.6925712384803235,False,False,False,True,False,False,False,True,False
P0068,23,68.05826655753225,3,11,13,0,2.959055067718793,51,7,2.9590550677187935,False,False,False,False,False,False,False,True,False
P0069,29,47.90830586478501,1,7,19,0,1.652010547061552,9,5,1.652010547061552,False,False,False,False,True,False,False,False,True
P0070,18,43.24716102722883,1,9,7,0,2.402620057068268,27,2,2.402620057068268,False,False,True,False,False,False,False,False,True
P0071,17,50.00791938284896,4,13,9,0,2.941642316638174,5,6,2.941642316638174,False,False,False,True,False,False,False,True,False
P0072,25,59.01810123393672,1,4,83,0,2.3607240493574686,26,3,2.3607240493574686,False,False,False,False,False,False,True,False,False
P0073,20,28.342177757996872,2,17,54,1,1.4171088878998437,11,2,1.4171088878998437,False,True,False,False,False,False,False,True,False
P0074,27,15.557285702941428,0,18,86,1,0.5761957667756085,61,7,0.5761957667756085,True,False,False,False,False,False,False,False,True
P0075,18,41.74194725762625,4,14,82,0,2.318997069868125,51,6,2.318997069868125,False,False,False,False,False,False,True,False,True
P0076,26,31.68931361128762,3,5,61,0,1.218819754280293,47,3,1.218819754280293,False,False,False,False,False,True,False,False,False
P0077,22,42.37789703529034,2,26,87,1,1.926268047058652,66,5,1.9262680470586517,True,False,False,False,False,False,False,True,False
P0078,21,47.78329521773793,2,10,2,0,2.275395010368473,45,7,2.275395010368473,False,False,True,False,False,False,False,False,False
P0079,13,43.2012738646548,3,20,50,1,3.323174912665754,96,4,3.323174912665754,True,False,False,False,False,False,False,False,False
P0080,21,71.78701301706118,3,10,75,0,3.418429191288628,73,4,3.4184291912886278,False,True,False,False,False,False,False,False,True
P0081,22,54.9011714690348,1,19,31,1,2.4955077940470365,94,3,2.4955077940470365,False,False,False,False,False,False,False,True,False
P0082,23,54.507115394162426,3,19,33,1,2.369874582354888,14,6,2.369874582354888,False,False,False,False,True,False,False,False,True
P0083,18,59.33310716065103,3,20,78,1,3.296283731147279,70,4,3.2962837311472795,False,False,False,False,False,False,False,True,False
P0084,22,32.917503233288464,0,17,80,1,1.4962501469676577,35,5,1.4962501469676575,False,False,False,True,False,False,False,False,True
P0085,22,65.58667681130403,4,24,11,1,2.981212582332001,13,7,2.9812125823320015,False,True,False,False,False,False,False,False,True
P0086,13,48.8635357019681,4,17,33,1,3.758733515536008,77,4,3.7587335155360075,False,False,False,False,True,False,False,True,False
P0087,17,60.05720925861819,2,9,7,0,3.5327770152128344,2,3,3.5327770152128344,False,True,False,False,False,False,False,True,False
P0088,27,33.92214150439767,2,1,31,0,1.256375611273988,66,1,1.256375611273988,False,False,False,True,False,False,False,False,True
P0089,24,26.693618509759037,2,25,48,1,1.112234104573293,85,5,1.1122341045732933,True,False,False,False,False,False,False,True,False
P0090,21,62.26834487037543,0,29,47,1,2.965159279541687,18,8,2.965159279541687,False,False,False,False,False,True,False,False,True
P0091,15,55.64614289146275,2,8,78,0,3.70974285943085,98,5,3.70974285943085,False,False,False,True,False,False,False,True,False
P0092,17,36.46922668463735,2,13,92,0,2.1452486285080794,75,5,2.1452486285080794,False,False,False,True,False,False,False,False,True
P0093,22,36.95505378087958,3,18,53,1,1.6797751718581628,53,3,1.6797751718581628,False,False,False,False,True,False,False,False,True
P0094,27,66.88152176622154,0,9,80,0,2.477093398748946,68,3,2.477093398748946,False,False,True,False,False,False,False,False,True
P0095,17,32.15882160699008,1,22,19,1,1.8916953886464756,9,6,1.8916953886464754,False,False,False,False,False,False,False,False,False
P0096,25,74.64009429883944,3,3,81,0,2.9856037719535777,32,5,2.9856037719535777,True,False,False,False,False,False,False,True,False
P0097,15,36.49068898028197,3,28,90,1,2.4327125986854647,12,7,2.4327125986854647,False,False,False,True,False,False,False,False,True
P0098,29,59.57587888412574,4,28,6,1,2.0543406511767497,98,6,2.0543406511767497,False,False,False,False,False,True,False,False,False
P0099,21,45.07072286376523,0,5,49,0,2.146224898274535,50,8,2.146224898274535,False,False,False,False,False,False,True,False,True
P0100,14,59.047811466235146,3,13,73,0,4.217700819016796,31,8,4.217700819016796,True,False,False,False,False,False,False,False,False
P0101,26,41.83828996828712,1,3,50,0,1.6091649987802736,74,8,1.6091649987802739,False,False,True,False,False,False,False,False,True
P0102,23,47.558106408915584,2,25,81,1,2.067743756909373,23,9,2.067743756909373,False,True,False,False,False,False,False,False,True
P0103,18,50.61378763093582,5,14,95,0,2.811877090607545,34,5,2.8118770906075454,False,False,False,True,False,False,False,False,False
P0104,20,34.96718816327791,0,15,12,0,1.7483594081638956,82,3,1.7483594081638956,False,False,False,False,False,True,False,False,False
P0105,24,61.11236518130189,1,6,23,0,2.546348549220912,69,4,2.546348549220912,True,False,False,False,False,False,False,True,False
P0106,23,42.30179650292622,3,16,54,1,1.839208543605488,39,5,1.839208543605488,False,False,False,False,False,True,False,True,False
P0107,26,46.571001269899725,3,18,69,1,1.7911923565346048,53,6,1.7911923565346048,False,False,False,False,False,True,False,False,False
P0108,18,35.08475938087231,1,28,59,1,1.9491532989373508,43,7,1.9491532989373508,False,False,False,False,False,False,False,True,False
P0109,21,11.564995118070344,0,18,36,1,0.5507140532414448,61,4,0.550714053241445,False,False,False,False,True,False,False,False,False
P0110,19,47.13458356099746,3,16,3,1,2.480767555841972,98,6,2.4807675558419717,False,True,False,False,False,False,False,True,False
P0111,17,86.18923132419374,3,5,58,0,5.069954783776103,67,13,5.069954783776103,False,False,True,False,False,False,False,False,True
P0112,7,61.76906431847036,0,28,88,1,8.824152045495765,32,3,8.824152045495767,False,False,False,False,False,False,False,True,False
P0113,25,49.71109430398408,2,10,55,0,1.9884437721593635,76,7,1.9884437721593633,True,False,False,False,False,False,False,False,True
P0114,14,46.05663756187599,0,15,57,0,3.289759825848285,55,7,3.289759825848285,False,False,False,True,False,False,False,False,True
P0115,24,50.33698839218069,4,29,17,1,2.0973745163408624,35,2,2.0973745163408624,False,False,True,False,False,False,False,True,False
P0116,22,58.20678672762815,0,24,39,1,2.6457630330740067,53,5,2.6457630330740067,False,False,False,True,False,False,False,False,False
P0117,20,32.28780777036732,2,7,90,0,1.614390388518366,18,2,1.6143903885183661,False,False,False,False,False,False,True,False,True
P0118,20,66.71482542003308,1,10,68,0,3.335741271001654,42,4,3.335741271001654,False,False,False,False,False,True,False,False,True
P0119,24,60.73071973161866,0,6,55,0,2.530446655484111,11,3,2.530446655484111,False,False,False,False,False,False,True,True,False
P0120,19,60.772785885619015,1,25,45,1,3.1985676781904746,10,3,3.1985676781904746,False,False,False,False,True,False,False,False,False
P0121,25,56.57713608214591,2,23,76,1,2.2630854432858367,69,1,2.2630854432858367,False,False,False,False,False,True,False,False,False
P0122,19,50.294249865409846,5,21,1,1,2.647065782389992,11,7,2.647065782389992,False,True,False,False,False,False,False,True,False
P0123,15,60.0929185395023,1,24,21,1,4.0061945693001535,90,4,4.0061945693001535,False,False,True,False,False,False,False,False,False
P0124,21,58.87721200612067,3,18,83,1,2.8036767621962224,40,9,2.8036767621962224,False,False,False,True,False,False,False,True,False
P0125,22,44.68938933588464,1,25,21,1,2.031335878903848,24,4,2.0313358789038474,False,False,False,False,False,False,False,True,False
P0126,30,41.39597340654649,5,9,52,0,1.3798657802182164,2,6,1.3798657802182164,False,False,False,False,True,False,False,True,False
P0127,21,51.52784442892981,2,8,82,0,2.4537068775680857,2,3,2.453706877568086,False,True,False,False,False,False,False,False,True
P0128,19,73.23530227242782,0,3,43,0,3.8544895932856735,83,8,3.8544895932856744,False,False,False,True,False,False,False,False,True
P0129,18,31.413393865191487,1,22,52,1,1.7451885480661935,27,6,1.7451885480661937,False,False,True,False,False,False,False,False,True
P0130,10,27.9871210137134,2,14,67,0,2.79871210137134,22,5,2.79871210137134,True,False,False,False,False,False,False,True,False
P0131,25,52.47141261854775,0,12,44,0,2.09885650474191,47,3,2.09885650474191,False,False,False,False,True,False,False,False,True
P0132,20,50.76331552784027,1,24,32,1,2.5381657763920136,66,11,2.5381657763920136,False,False,False,False,False,False,True,False,True
P0133,20,52.60012496555612,3,1,10,0,2.630006248277806,41,7,2.630006248277806,False,False,False,False,False,False,True,False,True
P0134,15,53.65929796862751,0,1,64,0,3.5772865312418336,87,6,3.577286531241834,False,False,False,False,False,False,False,True,False
P0135,19,46.65196618047792,0,15,79,0,2.455366641077785,39,6,2.4553666410777852,False,False,False,True,False,False,False,True,False
P0136,22,72.34795157903123,2,8,69,0,3.2885432535923287,5,6,3.2885432535923287,False,False,False,True,False,False,False,True,False
P0137,18,25.986440322852268,2,27,68,1,1.4436911290473482,19,6,1.4436911290473482,False,False,False,True,False,False,False,False,True
P0138,20,37.57254462829631,2,12,28,0,1.878627231414816,10,5,1.8786272314148156,False,False,False,False,True,False,False,False,False
P0139,22,48.45117859776429,4,2,53,0,2.202326299898377,95,8,2.202326299898377,False,False,True,False,False,False,False,False,True
P0140,12,25.35216783268749,3,8,51,0,2.1126806527239577,26,6,2.112680652723957,True,False,False,False,False,False,False,False,True
P0141,29,47.362183933518935,1,12,53,0,1.6331787563282392,20,8,1.6331787563282392,False,False,False,False,False,False,True,True,False
P0142,18,74.92205248592028,3,20,4,1,4.162336249217793,12,13,4.162336249217793,False,True,False,False,False,False,False,True,False
P0143,19,50.31329732443943,1,21,79,1,2.648068280233654,85,4,2.6480682802336544,False,False,False,False,False,True,False,False,True
P0144,29,53.460513585780255,3,1,17,0,1.8434659857165605,34,1,1.8434659857165605,False,False,False,False,True,False,False,False,True
P0145,15,31.09752852241129,3,7,67,0,2.073168568160753,46,4,2.0731685681607526,False,False,False,False,True,False,False,False,False
P0146,13,40.75457887940784,2,26,74,1,3.134967606108295,85,2,3.134967606108295,False,False,True,False,False,False,False,False,False
P0147,13,44.37205429514094,3,8,47,0,3.4132349457800726,27,7,3.4132349457800726,False,False,False,False,False,False,True,True,False
P0148,12,45.23427354865649,2,15,56,0,3.769522795721374,20,4,3.769522795721374,False,False,False,False,False,False,False,False,False
P0149,25,69.22465692505654,3,1,23,0,2.768986277002261,17,5,2.7689862770022615,True,False,False,False,False,False,False,False,False
P0150,25,58.36536591087687,1,5,18,0,2.3346146364350746,30,8,2.3346146364350746,False,False,True,False,False,False,False,True,False
P0151,14,33.32813064594452,3,21,1,1,2.3805807604246083,59,6,2.3805807604246083,False,True,False,False,False,False,False,False,False
P0152,23,53.69757167648008,2,7,35,0,2.3346770294121773,36,5,2.3346770294121773,False,False,False,False,False,False,True,False,True
P0153,17,57.47332622745178,4,25,64,1,3.3807838957324576,20,2,3.3807838957324576,False,False,True,False,False,False,False,False,False
P0154,23,67.102235577819,3,27,58,1,2.917488503383435,13,6,2.917488503383435,False,False,False,False,False,False,True,True,False
P0155,18,73.70811029852561,1,4,95,0,4.094895016584756,88,5,4.094895016584756,False,False,False,False,False,False,True,False,True
P0156,18,34.77358712258197,1,8,59,0,1.931865951254554,90,6,1.931865951254554,False,False,False,False,False,False,False,False,False
P0157,26,37.83713733184493,2,0,1,0,1.4552745127632665,59,3,1.4552745127632665,False,False,False,False,True,False,False,False,True
P0158,23,31.136332116280755,4,8,3,0,1.3537535702730763,22,6,1.3537535702730763,True,False,False,False,False,False,False,False,True
P0159,20,46.48970211339528,2,9,67,0,2.324485105669764,94,6,2.324485105669764,False,False,False,False,True,False,False,False,False
P0160,18,56.99537561669501,3,22,37,1,3.1664097564830564,28,4,3.166409756483056,False,False,False,False,False,True,False,False,False
P0161,27,64.81001774883653,1,3,83,0,2.4003710277346864,46,7,2.4003710277346864,True,False,False,False,False,False,False,True,False
P0162,30,48.86073464536216,2,2,29,0,1.6286911548454053,29,4,1.6286911548454053,False,False,False,False,False,False,True,True,False
P0163,22,45.20228715117735,4,29,89,1,2.0546494159626065,89,0,2.054649415962607,False,False,True,False,False,False,False,False,True
P0164,17,52.27636988373111,4,9,33,0,3.075080581395948,83,9,3.0750805813959476,False,True,False,False,False,False,False,True,False
P0165,22,37.472856475549655,1,14,61,0,1.7033116579795298,37,1,1.7033116579795298,False,False,False,False,False,False,False,False,True
P0166,24,81.3430808254216,3,10,93,0,3.3892950343925663,82,6,3.3892950343925663,True,False,False,False,False,False,False,False,True
P0167,13,25.88508459322912,0,13,90,0,1.9911603533253168,26,4,1.9911603533253168,False,False,False,False,False,True,False,True,False
P0168,11,52.77110868343587,2,5,4,0,4.7973735166759885,88,5,4.7973735166759885,False,False,False,False,False,False,True,True,False
P0169,19,80.35409328844459,5,11,14,0,4.229162804654979,86,6,4.229162804654979,False,True,False,False,False,False,False,True,False
P0170,18,50.10199766839997,1,12,91,0,2.783444314911109,92,8,2.7834443149111094,True,False,False,False,False,False,False,False,False
P0171,22,47.14941447497758,2,16,33,1,2.143155203408072,14,4,2.143155203408072,False,False,False,False,True,False,False,False,True
P0172,12,44.63831865784359,2,15,22,0,3.719859888153632,58,5,3.7198598881536324,False,False,False,False,True,False,False,False,True
P0173,23,47.29412477356388,0,2,48,0,2.056266294502777,2,10,2.056266294502777,True,False,False,False,False,False,False,False,True
P0174,18,70.59272712014796,3,1,3,0,3.921818173341553,9,5,3.921818173341553,True,False,False,False,False,False,False,True,False
P0175,18,16.822071330057398,1,10,87,0,0.934559518336522,78,7,0.9345595183365221,True,False,False,False,False,False,False,True,False
P0176,24,73.00150551944489,4,28,85,1,3.0417293966435373,79,6,3.0417293966435373,False,True,False,False,False,False,False,True,False
P0177,19,28.640642713247825,5,8,23,0,1.507402248065675,16,4,1.507402248065675,False,False,False,False,True,False,False,True,False
P0178,13,46.00021506148378,3,2,68,0,3.5384780816525985,82,3,3.5384780816525985,False,False,True,False,False,False,False,True,False
P0179,11,43.56133369552008,2,28,21,1,3.96012124504728,10,5,3.96012124504728,False,False,False,False,False,True,False,False,False
P0180,14,58.8282990465608,0,17,43,1,4.2020213604686285,47,4,4.2020213604686285,False,False,False,False,False,True,False,True,False
P0181,23,26.028134721743783,3,19,95,1,1.1316580313801643,4,4,1.1316580313801645,False,False,False,False,False,False,False,False,True
P0182,32,56.93258999122914,1,14,85,0,1.7791434372259107,68,5,1.7791434372259107,False,False,False,False,False,False,True,True,False
P0183,17,80.36464434930278,1,13,26,0,4.727332020547222,63,2,4.727332020547222,False,False,False,True,False,False,False,False,True
P0184,12,29.552389931107843,1,1,41,0,2.462699160925653,13,7,2.4626991609256534,False,False,True,False,False,False,False,True,False
P0185,22,52.84559251415593,1,16,99,1,2.402072387007088,49,3,2.4020723870070877,False,False,False,False,True,False,False,True,False
P0186,19,40.07026733305087,2,21,38,1,2.1089614385816247,25,5,2.1089614385816247,False,False,False,False,False,False,True,False,True
P0187,21,56.388308092895535,2,25,88,1,2.6851575282331206,71,6,2.6851575282331206,False,False,False,False,False,False,False,False,True
P0188,9,50.28721666123628,1,7,11,0,5.587468517915142,68,8,5.587468517915142,False,False,False,False,False,False,True,False,True
P0189,19,40.37769636433536,0,9,29,0,2.1251419139123877,6,5,2.1251419139123873,True,False,False,False,False,False,False,False,True
P0190,17,57.31808427306611,5,25,60,1,3.3716520160627126,15,3,3.3716520160627126,False,False,False,True,False,False,False,False,False
P0191,19,77.06522164680115,0,17,67,1,4.05606429720006,54,3,4.05606429720006,False,False,False,False,True,False,False,False,True
P0192,21,47.13644312409052,0,29,65,1,2.244592529718596,77,5,2.244592529718596,False,False,False,True,False,False,False,True,False
P0193,23,60.79636913222273,1,24,61,1,2.643320397053162,55,7,2.643320397053162,False,False,True,False,False,False,False,True,False
P0194,17,30.600905631932545,1,28,19,1,1.8000532724666205,3,5,1.8000532724666203,False,False,False,True,False,False,False,False,False
P0195,22,35.65345434772987,3,18,46,1,1.6206115612604486,99,5,1.6206115612604486,False,False,False,False,False,False,True,False,True
P0196,27,57.08609416820566,1,7,49,0,2.114299784007617,47,10,2.114299784007617,False,False,False,True,False,False,False,True,False
P0197,30,72.26174042803947,0,27,22,1,2.408724680934649,16,2,2.408724680934649,False,False,False,True,False,False,False,False,False
P0198,21,55.3342002317849,1,7,78,0,2.634961915799281,35,6,2.634961915799281,False,False,False,False,False,True,False,True,False
P0199,28,45.30412954215269,4,2,57,0,1.618004626505453,69,7,1.618004626505453,False,False,False,False,True,False,False,False,False
P0200,9,49.98937108135031,2,2,14,0,5.554374564594479,79,4,5.554374564594479,False,False,False,False,True,False,False,False,False
P0201,18,31.24388399045424,0,11,44,0,1.735771332803013,92,11,1.7357713328030133,False,False,False,False,False,False,True,False,True
P0202,21,59.0677298953305,3,21,16,1,2.8127490426347856,99,5,2.8127490426347856,False,True,False,False,False,False,False,False,False
P0203,25,63.234995934851135,1,16,97,1,2.5293998373940454,37,4,2.5293998373940454,False,False,False,True,False,False,False,True,False
P0204,19,43.2186450075038,1,3,77,0,2.274665526710726,61,1,2.2746655267107263,False,False,False,True,False,False,False,True,False
P0205,25,42.94936778360748,0,16,12,1,1.7179747113442991,47,11,1.7179747113442991,True,False,False,False,False,False,False,False,True
P0206,19,53.98817344478073,3,13,55,0,2.8414828128831964,9,3,2.8414828128831964,False,False,False,False,True,False,False,False,True
P0207,30,43.44920395939107,1,18,51,1,1.448306798646369,35,2,1.448306798646369,False,False,False,True,False,False,False,False,False
P0208,16,49.008010780612665,0,8,39,0,3.063000673788292,28,7,3.0630006737882916,False,False,False,False,True,False,False,False,True
P0209,22,81.49582683749773,2,29,33,1,3.704355765340806,77,5,3.704355765340806,False,False,False,True,False,False,False,True,False
P0210,14,46.29461448881005,3,29,33,1,3.306758177772146,3,1,3.306758177772146,False,False,False,False,False,True,False,True,False
P0211,20,44.62489771968167,1,20,29,1,2.231244885984084,43,6,2.2312448859840837,False,False,False,False,False,False,True,False,True
P0212,20,40.28687291547261,5,11,69,0,2.014343645773631,55,4,2.0143436457736303,False,False,False,False,True,False,False,False,True
P0213,21,61.16287957249905,3,4,70,0,2.912518074880907,41,9,2.912518074880907,False,False,True,False,False,False,False,False,True
P0214,26,47.28163740172845,3,10,31,0,1.8185245154510945,99,4,1.8185245154510943,False,False,False,False,False,False,True,False,False
P0215,14,40.25940442517861,4,19,80,1,2.875671744655615,12,9,2.875671744655615,True,False,False,False,False,False,False,False,False
P0216,24,69.81956048409518,1,2,31,0,2.9091483535039657,45,5,2.9091483535039657,False,False,False,False,False,False,True,True,False
P0217,23,71.29404506770456,2,20,89,1,3.0997410899001983,81,2,3.0997410899001983,False,False,False,True,False,False,False,False,False
P0218,14,40.99364651391942,2,14,46,0,2.928117608137101,32,8,2.9281176081371014,True,False,False,False,False,False,False,False,False
P0219,18,22.001900729590755,2,13,97,0,1.2223278183105974,20,2,1.2223278183105974,False,False,False,False,False,False,True,False,False
P0220,18,65.11270534755383,2,10,77,0,3.617372519308546,79,7,3.617372519308546,False,False,False,False,False,False,False,False,False
P0221,27,39.73055261359994,3,19,52,1,1.4715019486518497,78,9,1.4715019486518497,True,False,False,False,False,False,False,True,False
P0222,20,61.85938398744153,3,7,10,0,3.0929691993720767,56,3,3.0929691993720767,False,False,False,False,False,False,False,False,True
P0223,19,20.448442734322462,2,3,88,0,1.076233828122235,68,3,1.0762338281222348,False,False,True,False,False,False,False,True,False
P0224,20,63.38896007448964,3,26,74,1,3.169448003724482,69,6,3.169448003724482,False,False,False,False,False,False,True,False,False
P0225,20,31.83242106078828,1,11,41,0,1.591621053039414,66,7,1.5916210530394141,False,False,False,False,True,False,False,False,True
