player_id,num_sessions,total_playtime,in_game_purchases,days_since_last_session,level_reached,churn,country,device,avg_session_length,achievements_unlocked,social_interactions
P0127,21,51.527844428929804,2,8,82,0,Canada,PC,2.4537068775680857,2,3
P0128,19,73.23530227242782,0,3,43,0,India,PC,3.8544895932856744,83,8
P0129,18,31.413393865191487,1,22,52,1,Germany,PC,1.7451885480661937,27,6
P0130,10,27.9871210137134,2,14,67,0,Brazil,Mobile,2.79871210137134,22,5
P0131,25,52.47141261854775,0,12,44,0,Japan,PC,2.09885650474191,47,3
P0132,20,50.76331552784027,1,24,32,1,USA,PC,2.5381657763920136,66,11
P0133,20,52.60012496555612,3,1,10,0,USA,PC,2.630006248277806,41,7
P0134,15,53.659297968627506,0,1,64,0,Australia,Mobile,3.5772865312418336,87,6
P0135,19,46.65196618047792,0,15,79,0,India,Mobile,2.4553666410777852,39,6
P0136,22,72.34795157903123,2,8,69,0,India,Mobile,3.2885432535923287,5,6
P0137,18,25.986440322852268,2,27,68,1,India,PC,1.4436911290473482,19,6
P0138,20,37.57254462829631,2,12,28,0,Japan,Console,1.8786272314148156,10,5
P0139,22,48.45117859776429,4,2,53,0,Germany,PC,2.202326299898377,95,8
P0140,12,25.352167832687492,3,8,51,0,Brazil,PC,2.1126806527239577,26,6
P0141,29,47.362183933518935,1,12,53,0,USA,Mobile,1.6331787563282392,20,8
P0142,18,74.92205248592028,3,20,4,1,Canada,Mobile,4.162336249217793,12,13
P0143,19,50.313297324439425,1,21,79,1,UK,PC,2.648068280233654,85,4
P0144,29,53.460513585780255,3,1,17,0,Japan,PC,1.8434659857165605,34,1
P0145,15,31.097528522411295,3,7,67,0,Japan,Console,2.073168568160753,46,4
P0146,13,40.75457887940784,2,26,74,1,Germany,Console,3.134967606108295,85,2
P0147,13,44.37205429514094,3,8,47,0,USA,Mobile,3.4132349457800726,27,7
P0148,12,45.23427354865649,2,15,56,0,Australia,Console,3.769522795721374,20,4
P0149,25,69.22465692505654,3,1,23,0,Brazil,Console,2.7689862770022615,17,5
P0150,25,58.36536591087687,1,5,18,0,Germany,Mobile,2.3346146364350746,30,8
P0151,14,33.32813064594452,3,21,1,1,Canada,Console,2.3805807604246083,59,6
P0152,23,53.697571676480074,2,7,35,0,USA,PC,2.3346770294121773,36,5
P0153,17,57.47332622745178,4,25,64,1,Germany,Console,3.3807838957324576,20,2
P0154,23,67.102235577819,3,27,58,1,USA,Mobile,2.917488503383435,13,6
P0155,18,73.70811029852561,1,4,95,0,USA,PC,4.094895016584756,88,5
P0156,18,34.77358712258197,1,8,59,0,Australia,Console,1.931865951254554,90,6
P0157,26,37.83713733184493,2,0,1,0,Japan,PC,1.4552745127632665,59,3
P0158,23,31.136332116280755,4,8,3,0,Brazil,PC,1.3537535702730763,22,6
P0159,20,46.48970211339528,2,9,67,0,Japan,Console,2.324485105669764,94,6
P0160,18,56.995375616695014,3,22,37,1,UK,Console,3.1664097564830564,28,4
P0161,27,64.81001774883653,1,3,83,0,Brazil,Mobile,2.4003710277346864,46,7
P0162,30,48.86073464536216,2,2,29,0,USA,Mobile,1.6286911548454053,29,4
P0163,22,45.202287151177345,4,29,89,1,Germany,PC,2.0546494159626065,89,0
P0164,17,52.27636988373111,4,9,33,0,Canada,Mobile,3.0750805813959476,83,9
P0165,22,37.472856475549655,1,14,61,0,Australia,PC,1.7033116579795298,37,1
P0166,24,81.3430808254216,3,10,93,0,Brazil,PC,3.3892950343925663,82,6
P0167,13,25.88508459322912,0,13,90,0,UK,Mobile,1.9911603533253168,26,4
P0168,11,52.77110868343587,2,5,4,0,USA,Mobile,4.7973735166759885,88,5
P0169,19,80.35409328844459,5,11,14,0,Canada,Mobile,4.229162804654979,86,6
P0170,18,50.10199766839997,1,12,91,0,Brazil,Console,2.7834443149111094,92,8
P0171,22,47.14941447497758,2,16,33,1,Japan,PC,2.143155203408072,14,4
P0172,12,44.63831865784359,2,15,22,0,Japan,PC,3.7198598881536324,58,5
P0173,23,47.29412477356388,0,2,48,0,Brazil,PC,2.056266294502777,2,10
P0174,18,70.59272712014796,3,1,3,0,Brazil,Mobile,3.921818173341553,9,5
P0175,18,16.822071330057398,1,10,87,0,Brazil,Mobile,0.9345595183365221,78,7
P0176,24,73.00150551944489,4,28,85,1,Canada,Mobile,3.0417293966435373,79,6
P0177,19,28.640642713247825,5,8,23,0,Japan,Mobile,1.507402248065675,16,4
P0178,13,46.00021506148378,3,2,68,0,Germany,Mobile,3.5384780816525985,82,3
P0179,11,43.56133369552008,2,28,21,1,UK,Console,3.96012124504728,10,5
P0180,14,58.828299046560794,0,17,43,1,UK,Mobile,4.2020213604686285,47,4
P0181,23,26.028134721743786,3,19,95,1,Australia,PC,1.1316580313801645,4,4
P0182,32,56.93258999122914,1,14,85,0,USA,Mobile,1.7791434372259107,68,5
P0183,17,80.36464434930278,1,13,26,0,India,PC,4.727332020547222,63,2
P0184,12,29.552389931107843,1,1,41,0,Germany,Mobile,2.4626991609256534,13,7
P0185,22,52.84559251415593,1,16,99,1,Japan,Mobile,2.4020723870070877,49,3
P0186,19,40.070267333050865,2,21,38,1,USA,PC,2.1089614385816247,25,5
P0187,21,56.388308092895535,2,25,88,1,Australia,PC,2.6851575282331206,71,6
P0188,9,50.28721666123628,1,7,11,0,USA,PC,5.587468517915142,68,8
P0189,19,40.37769636433536,0,9,29,0,Brazil,PC,2.1251419139123873,6,5
P0190,17,57.31808427306611,5,25,60,1,India,Console,3.3716520160627126,15,3
P0191,19,77.06522164680115,0,17,67,1,Japan,PC,4.05606429720006,54,3
P0192,21,47.13644312409052,0,29,65,1,India,Mobile,2.244592529718596,77,5
P0193,23,60.79636913222273,1,24,61,1,Germany,Mobile,2.643320397053162,55,7
P0194,17,30.600905631932545,1,28,19,1,India,Console,1.8000532724666203,3,5
P0195,22,35.65345434772987,3,18,46,1,USA,PC,1.6206115612604486,99,5
P0196,27,57.08609416820566,1,7,49,0,India,Mobile,2.114299784007617,47,10
P0197,30,72.26174042803947,0,27,22,1,India,Console,2.408724680934649,16,2
P0198,21,55.3342002317849,1,7,78,0,UK,Mobile,2.634961915799281,35,6
P0199,28,45.30412954215269,4,2,57,0,Japan,Console,1.618004626505453,69,7
P0200,9,49.98937108135031,2,2,14,0,Japan,Console,5.554374564594479,79,4
P0201,18,31.243883990454236,0,11,44,0,USA,PC,1.735771332803013,92,11
P0202,21,59.0677298953305,3,21,16,1,Canada,Console,2.8127490426347856,99,5
P0203,25,63.234995934851135,1,16,97,1,India,Mobile,2.5293998373940454,37,4
P0204,19,43.218645007503795,1,3,77,0,India,Mobile,2.274665526710726,61,1
P0205,25,42.94936778360748,0,16,12,1,Brazil,PC,1.7179747113442991,47,11
P0206,19,53.98817344478073,3,13,55,0,Japan,PC,2.8414828128831964,9,3
P0207,30,43.44920395939107,1,18,51,1,India,Console,1.448306798646369,35,2
P0208,16,49.008010780612665,0,8,39,0,Japan,PC,3.0630006737882916,28,7
P0209,22,81.49582683749773,2,29,33,1,India,Mobile,3.704355765340806,77,5
P0210,14,46.29461448881005,3,29,33,1,UK,Mobile,3.306758177772146,3,1
P0211,20,44.62489771968167,1,20,29,1,USA,PC,2.2312448859840837,43,6
P0212,20,40.286872915472614,5,11,69,0,Japan,PC,2.014343645773631,55,4
P0213,21,61.16287957249905,3,4,70,0,Germany,PC,2.912518074880907,41,9
P0214,26,47.28163740172845,3,10,31,0,USA,Console,1.8185245154510943,99,4
P0215,14,40.25940442517861,4,19,80,1,Brazil,Console,2.875671744655615,12,9
P0216,24,69.81956048409518,1,2,31,0,USA,Mobile,2.9091483535039657,45,5
P0217,23,71.29404506770456,2,20,89,1,India,Console,3.0997410899001983,81,2
P0218,14,40.99364651391942,2,14,46,0,Brazil,Console,2.9281176081371014,32,8
P0219,18,22.001900729590755,2,13,97,0,USA,Console,1.2223278183105974,20,2
P0220,18,65.11270534755383,2,10,77,0,Australia,Console,3.617372519308546,79,7
P0221,27,39.73055261359994,3,19,52,1,Brazil,Mobile,1.4715019486518497,78,9
P0222,20,61.85938398744153,3,7,10,0,Australia,PC,3.0929691993720767,56,3
P0223,19,20.448442734322466,2,3,88,0,Germany,Mobile,1.076233828122235,68,3
P0224,20,63.38896007448964,3,26,74,1,USA,Console,3.169448003724482,69,6
P0225,20,31.83242106078828,1,11,41,0,Japan,PC,1.5916210530394141,66,7
P0226,22,60.96146178599787,3,7,95,0,Japan,PC,2.770975535727176,47,2
P0227,12,50.21409601754651,5,5,77,0,Canada,PC,4.184508001462209,75,9
P0228,14,35.690908709050326,0,14,3,0,India,Mobile,2.5493506220750235,99,5
P0229,14,43.894455306098294,1,29,59,1,Australia,PC,3.135318236149878,32,5
P0230,15,60.294776854350516,2,11,52,0,Brazil,Mobile,4.019651790290035,35,3
P0231,27,51.58841679672852,0,15,34,0,Canada,Mobile,1.9106821035825376,32,6
P0232,22,58.766194707087266,2,15,49,0,Canada,Console,2.6711906685039666,30,6
P0233,15,79.64660876773229,0,26,28,1,UK,Console,5.309773917848819,20,4
P0234,15,26.53637582433423,2,20,83,1,Australia,PC,1.769091721622282,26,6
P0235,15,74.25818862452937,1,19,87,1,Brazil,PC,4.950545908301958,90,8
P0236,14,51.565339062848196,3,19,96,1,Canada,Console,3.683238504489157,71,4
P0237,16,36.51823927515308,2,27,13,1,UK,Mobile,2.2823899546970674,61,6
P0238,20,30.04529561391515,5,3,97,0,Canada,Mobile,1.5022647806957576,95,4
P0239,22,47.163194138344494,3,10,98,0,India,Console,2.1437815517429315,25,9
P0240,11,63.82475167886689,1,12,97,0,Germany,Mobile,5.8022501526242625,65,5
P0241,24,48.08676319433699,1,28,69,1,Australia,Console,2.0036151330973744,11,7
P0242,15,72.66732395371021,3,8,67,0,UK,Console,4.844488263580681,21,2
P0243,18,28.232364649226618,0,3,61,0,Germany,PC,1.5684647027348122,16,4
P0244,22,49.81866578230918,0,11,60,0,Brazil,PC,2.264484808286781,6,4
P0245,19,31.214098333803214,1,8,71,0,India,Console,1.642847280726485,67,7
P0246,20,55.45447823937452,1,12,24,0,UK,PC,2.772723911968726,36,3
P0247,13,63.30331085145951,2,15,63,0,Brazil,Console,4.86948545011227,37,4
P0248,20,43.6885730947842,4,25,86,1,Canada,Mobile,2.18442865473921,95,3
P0249,17,10.936792150592986,2,5,61,0,Japan,Mobile,0.6433407147407638,10,3
P0250,16,52.98422220194742,6,9,23,0,USA,Mobile,3.3115138876217136,0,2
P0251,14,56.55107827600264,1,12,30,0,Brazil,Mobile,4.039362734000188,24,10
P0252,21,56.06442132442547,2,6,60,0,Germany,Console,2.669734348782165,41,3
P0253,24,68.53673287733231,1,27,18,1,India,Mobile,2.8556972032221797,51,2
P0254,13,33.93419480526427,3,25,96,1,India,Mobile,2.610322677328021,23,6
P0255,21,60.20324158175674,3,18,56,1,Brazil,Mobile,2.866821027702702,52,4
P0256,19,67.88761268716962,2,23,53,1,Canada,Mobile,3.573032246693138,55,6
P0257,17,23.321186239902246,4,18,7,1,USA,Console,1.3718344847001323,62,2
P0258,22,54.79477738878466,2,16,97,1,Australia,Mobile,2.490671699490212,80,4
P0259,21,42.43730253488493,3,12,69,0,Germany,PC,2.0208239302326154,7,9
P0260,13,48.77715990347531,2,12,92,0,Brazil,PC,3.7520892233442544,58,10
P0261,16,55.215147253075045,2,25,72,1,Brazil,PC,3.4509467033171903,44,5
P0262,15,42.691571538296714,1,27,79,1,Japan,PC,2.8461047692197807,26,2
P0263,12,39.86437881257582,3,20,52,1,India,PC,3.3220315677146517,51,3
P0264,13,50.512286262320366,3,1,4,0,Germany,PC,3.885560481716951,17,7
P0265,25,33.69131091705796,2,9,34,0,USA,Console,1.3476524366823184,90,6
P0266,15,33.712623066722216,0,29,69,1,India,PC,2.2475082044481476,85,4
P0267,28,60.19059924434755,1,21,33,1,Brazil,Mobile,2.1496642587266983,15,2
P0268,21,32.76808947262016,1,12,69,0,India,PC,1.5603852129819125,65,7
P0269,24,59.994687513638176,5,25,38,1,India,Console,2.4997786464015905,4,6
P0270,18,56.938869392809266,1,8,98,0,UK,PC,3.163270521822737,81,7
P0271,20,24.11289906814105,3,0,26,0,India,Mobile,1.2056449534070526,2,7
P0272,14,39.83653021496517,2,13,1,0,Canada,Mobile,2.845466443926084,90,3
P0273,17,67.91164104571058,3,28,4,1,India,Console,3.9948024144535634,80,3
P0274,15,35.28251703290478,4,15,39,0,Australia,Console,2.352167802193652,79,4
P0275,20,43.033936065359185,3,19,54,1,Canada,Console,2.151696803267959,69,5
P0276,18,56.93091339877844,3,14,90,0,Germany,Console,3.162828522154358,6,2
P0277,17,61.75085763923893,2,0,33,0,India,PC,3.6324033905434665,49,4
P0278,16,46.22691670933256,3,16,33,1,USA,PC,2.889182294333285,13,7
P0279,24,41.03734707962538,2,23,72,1,Canada,Mobile,1.7098894616510574,37,5
P0280,20,71.33554792547761,2,29,20,1,Canada,Console,3.5667773962738805,78,6
P0281,18,76.08349495696368,5,29,16,1,Brazil,Console,4.226860830942426,46,4
P0282,14,64.68287076172693,4,12,21,0,Germany,PC,4.620205054409067,32,9
P0283,29,51.27977213847536,1,29,45,1,India,Console,1.7682680047750123,42,2
P0284,21,37.8760141753861,2,26,90,1,Japan,Mobile,1.8036197226374335,90,6
P0285,16,37.54333390165152,3,14,87,0,USA,Mobile,2.34645836885322,28,4
P0286,15,57.837711578986365,2,15,82,0,Brazil,Console,3.855847438599091,56,3
P0287,22,56.275973313330255,2,15,62,0,Germany,Mobile,2.557998786969557,4,6
P0288,18,71.02397889419645,0,1,31,0,Australia,Mobile,3.945776605233136,92,7
P0289,18,59.75675138804209,3,16,42,1,Canada,PC,3.319819521557894,95,8
P0290,19,27.45379547360273,2,10,12,0,USA,Mobile,1.444936603873828,59,9
P0291,19,65.77921426584378,3,7,65,0,Australia,Console,3.46206390872862,69,5
P0292,23,35.02909059028381,2,19,73,1,India,Console,1.5230039387079917,1,4
P0293,18,44.24043092071473,3,2,3,0,Japan,Mobile,2.457801717817485,69,3
P0294,27,53.75300309377542,2,28,90,1,UK,Console,1.9908519664361266,42,7
P0295,22,79.93501234675946,2,11,9,0,UK,PC,3.63340965212543,3,4
P0296,22,96.64877834008041,2,19,51,1,Germany,Mobile,4.393126288185473,55,8
P0297,15,59.10084588704274,3,15,16,0,Japan,Mobile,3.940056392469516,92,8
P0298,16,47.25205071919418,2,13,88,0,USA,Mobile,2.9532531699496363,58,1
P0299,18,58.01758472720825,1,15,78,0,Brazil,Console,3.2231991515115697,88,5
P0300,14,63.31483138810754,1,26,3,1,USA,Console,4.5224879562933955,8,4
P0301,24,45.189985616642126,3,20,98,1,Japan,Mobile,1.8829160673600887,2,3
P0302,16,76.92817033868484,0,16,97,1,Australia,Console,4.808010646167802,89,2
P0303,23,53.45106138787103,0,29,24,1,Canada,Console,2.323959190777001,47,8
P0304,23,57.46614633637091,3,10,73,0,UK,Mobile,2.498528101581344,42,8
P0305,16,59.98886378081692,2,16,13,1,Germany,Mobile,3.7493039863010575,90,3
P0306,21,56.32379915921683,2,18,2,1,India,Console,2.6820856742484205,99,4
P0307,19,62.58410750704418,0,21,71,1,USA,Mobile,3.2939003951075883,95,12
P0308,15,40.741202201796156,2,0,21,0,UK,Mobile,2.7160801467864104,0,3
P0309,20,41.62547369080954,1,29,19,1,Brazil,Mobile,2.081273684540477,56,3
P0310,28,33.497686505424575,2,26,89,1,Germany,Mobile,1.1963459466223063,52,4
P0311,23,56.59251845930339,3,11,47,0,India,Console,2.460544280839278,15,3
P0312,21,61.68404755268171,1,14,22,0,USA,Mobile,2.937335597746748,50,4
P0313,19,56.866592992278285,5,17,75,1,Brazil,PC,2.992978578540962,74,6
P0314,28,75.11738650021306,1,27,33,1,India,Mobile,2.682763803579038,89,4
P0315,19,49.9160597175643,2,29,32,1,Canada,PC,2.6271610377665424,54,3
P0316,26,60.03112483388769,2,22,64,1,UK,Mobile,2.308889416687988,0,8
P0317,21,33.624486857910284,1,13,85,0,Canada,PC,1.6011660408528707,89,2
P0318,10,44.193504462883986,3,29,39,1,UK,PC,4.419350446288399,27,3
P0319,24,60.43306636348666,1,0,84,0,Brazil,Mobile,2.518044431811944,52,7
P0320,18,62.73653166114716,1,12,72,0,Australia,Mobile,3.485362870063731,57,3
P0321,20,45.59049578503726,1,29,42,1,Canada,Mobile,2.2795247892518633,72,7
P0322,18,48.926011222129,1,14,9,0,UK,PC,2.718111734562722,59,5
P0323,23,27.23189379978786,4,6,25,0,Germany,Console,1.183995382599472,58,2
P0324,16,44.64456198790086,0,14,89,0,Brazil,Console,2.7902851242438036,21,9
P0325,14,63.35574745279679,1,19,97,1,UK,Mobile,4.525410532342628,7,4
P0326,20,58.628075241598495,1,9,2,0,USA,Console,2.931403762079925,48,3
P0327,27,57.50998582071814,1,13,19,0,UK,Console,2.1299994748414126,41,1
P0328,21,50.746605307714404,1,5,20,0,Canada,Mobile,2.4165050146530667,26,2
P0329,14,50.105947379422645,1,13,93,0,Germany,PC,3.578996241387332,38,6
P0330,20,40.09518290789829,0,23,70,1,India,Mobile,2.0047591453949147,82,10
P0331,16,60.482426303038025,3,24,17,1,Australia,Console,3.7801516439398766,24,6
P0332,16,56.314594165840845,0,21,89,1,India,PC,3.519662135365053,37,6
